company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
"D21 Architects, LLC",Architectural Services,MBE,,,Yes,No,"20 Fox Hill Drive, Bridgewater, MA 02324",Bridgewater,MA,02324,Fenton Bradley,President,(617) 834-7977,,d21architects@gmail.com,,,No,2020,Less than 10,AE - Architects/Engineers,,,541310 - Architectural Services,,,81100000 - Professional engineering services,,
"Moody Nolan, Inc.","Architecture, Civil Engineering and Interior Architecture/Design",MBE,,,Yes,No,"300 Spruce Street, Columbus, OH 43215",Columbus,OH,43215,Fiorella Di Lucente,Curtis J. Moody,(781) 535-3644,,fdilucente@moodynolan.com,http://moodynolan.com/,Corporation,No,,,AE - Architects/Engineers,,,541310 - Architectural Services,541410 - Interior Design Services,541330 - Engineering Services,81100000 - Professional engineering services,,
"Jaycis Services, Inc.",Green Cleaning Products; Cleaning and Janitorial Services; Green Seals GS-37,MBE,,,No,Yes,"15 Whittemore Terrace, 2nd Floor, Dorchester, MA 02125",Dorchester,MA,02125,Manuel DaRosa,President,(617) 858-9655,,jayciscleaners@gmail.com,www.jaycis.com,Corporation,No,2019,Less than 10,"JA - Janitorial Services/Supplies (see also MA, RS)",RS - Residential Services,,561720 - Janitorial Services ,,,47130000 - Cleaning and janitorial supplies,76110000 - Cleaning and janitorial services,
"All Staff Staffing, LLC",Employment Agency,WBE,,,Yes,No,"15 Court Square, Suite 730, Boston, MA 02108",Boston,MA,02108,Joan Pennace,Member,(978) 475-8833,,jwalters@andoverpersonnel.com,,,No,2002,41 - 100,"EM - Employement (see also OS, TR)",,,561311 - Employment Placement Agencies ,,,44120000 - Office supplies,,
Conrad & Associates LLC,"Diversity/Compliance Monitoring - Specializing in Davis-Bacon Act, Section 3, OSHA Certifications and First Aid/CPR certifications.",MWBE,"SBE, SLBE",,No,No,"66 Hudson Street, BOSTON, MA 02111",BOSTON,MA,02111,Katrina Conrad,Katrina Conrad,(617) 304-7587,,conradassociatesne@gmail.com,www.conradassociatesne.com,Limited Liability Company,No,2019,Less than 10,BU - Business Management Consultants,COM - Consultants: Management,"OS - Office Services (Clerical Support, Employment, Court Reporting, Typing, etc., see also EM)",541611 - Administrative Management and General Management Consulting Services ,541618 - Other Management Consulting Services ,,94100000 - Work related organizations,86130000 - Specialized educational services,86100000 - Vocational training
Gaines Electric and Contrating,Electrical Contracting Services,MBE,,,Yes,Yes,"2 Ellis Street, Suite B, Roxbury, MA 02119",Roxbury,MA,02119,Ponce Gaines,Owner,(617) 445-5349,,poncedgaines@yahoo.com,,Corporation,Yes,2020,Less than 10,EL - Electrical Contractors,,,238210 - Electrical Contractors and Other Wiring Installation Contractors,,,39120000 - Electrical equipment and components and supplies,,
"U-REAKUZED, LLC",Marketing Strategy; Customer Experience Strategy; Employee Advocacy; and Business Coaching,MWBE,,,Yes,No,"177 Huntington Avenue, Suite 703, Boston, MA 02115",Boston,MA,02115,Erna Liousas,Founder and CEO,(781) 922-4247,,ealfred@urealized.com,,,No,2020,Less than 10,MK - Marketing,,,541613 - Marketing Consulting Services ,,,80140000 - Marketing and distribution,,
CHI BANG BODIES LLC,Personal Training; Semi-Private Training; Specialty Training; Nutrition Coaching; Agility Training; Bodywork; Boxing Sandbag and Battle Ropes; Flexibility Training; Obstacle Course and Race Training; Shaolin Kung Fu and Brazilian Jiu-Jitsu; and Weight Training,MBE,"SBE, SLBE",,No,Yes,"364 BOYLSTON ST, Boston, Massachusetts 02116",Boston,Massachusetts,02116,Chi Bang,Mr. Chi Bang,(617) 544-7719,,chi@clientel3.com,https://www.clientel3.com/,Limited Liability Company,No,2013,11 - 20,"AHS - Health Care (Providers, Services)",,,713940 - Fitness and Recreational Sports Centers ,,,85100000 - Comprehensive health services,,
"Stone Soup Collaborative, LLC","Development Consultant to Non-Profits, Community Development Corporations, and Municipalities; Assist Organizations Develop, Finance and Build Affordable Rental Home Ownership",WBE,,,Yes,No,"89 Hewlett Street, Roslindale, MA 02131",Roslindale,MA,02131,Maura Camosse Tsongas,President,(617) 840-0460,,mtsongas@stonesouphousing.com,,,Yes,2018,Less than 10,COB - Consultants: City Planning,,,541618 - Other Management Consulting Services ,,,93140000 - Community and social services,,
"Royalty Construction Services, LLC",General Contracting Services,MBE,SLBE,,No,Yes,"96 Maywood Street, Roxbury, MA 02119",Roxbury,MA,02119,Christopher West,Owner,(617) 652-0865,,royaltyconstructionservices@gmail.com,https://royaltyconstructionservices-boston.com/,,Yes,2019,Less than 10,GC - General Contractors,,,236118 - Residential Remodelers ,236220 - Commercial and Institutional Building Construction ,,72110000 - Residential building construction services,72120000 - Nonresidential building construction services,
"DevCo North America, LP","Small Business Development, Advisory, and Management Services ",MWBE,,,No,No,"200 lincoln st , Boston, MA 02111",Boston,MA,02111,Anne Brensley,Anne Brensley,(585) 233-1367,,abrensley@devconorthamerica.com,www.devconorthamerica.com,Partnership,No,2020,Less than 10,COM - Consultants: Management,EC - Economic Development,BU - Business Management Consultants,541618 - Other Management Consulting Services ,925120 - Administration of Urban Planning and Community and Rural Development ,,60100000 - Developmental and professional teaching aids and materials and accessories and supplies,,
"Brava Electric and Telecom, Inc.",Electrical Contracting,MBE,,,Yes,Yes,"1156 Main Street, Brockton, MA 02301",Brockton,MA,02301,Alfonso Andrade,Co-Owner,(508) 584-2004,,bdeandrade@bravaelectric.com,,,Yes,2006,Less than 10,EL - Electrical Contractors,,,238210 - Electrical Contractors and Other Wiring Installation Contractors,,,39130000 - Electrical wire management devices and accessories and supplies,,
Bioclean Boston,Commercial Disinfectant and Cleaning,MBE,,,Yes,No,"703 Metropolitan Avenue, Boston, MA 02136",Boston,MA,02136,Wadi Muhammad,Owner,(857) 271-2047,,sales@bioclean.com,,,No,2020,Less than 10,"JA - Janitorial Services/Supplies (see also MA, RS)",,,561720 - Janitorial Services ,,,76110000 - Cleaning and janitorial services,,
Little Steps Child Care INC,Child Care,MWBE,"SBE, SLBE",,No,Yes,"86A Brooks st, East Boston, MA 02128",East Boston,MA,02128,Maria Lopez,Maria F. Lopez   Child Care Director,(857) 383-1194,,littlesteps1@hotmail.com,,Corporation,No,August 2009,Less than 10,CC - Childcare,,,923110 - Administration of Education Programs ,,,86140000 - Educational facilities,,
"Energy Infrastructure Partners, LLC","Provide Consulting Services to Electric and Gas Utilities, Public Sector Institutions and Energy Efficiency Implementation Contractors; Provides Program Design Services for Energy Efficiency Programs",MBE,,,Yes,No,"194 32nd Street, Brooklyn, NY 11232",Brooklyn,NY,11232,Renwick Paige,Managing Partner,(646) 417-2390,,renwick.paige@energyinfrapartners.com,,,No,2011,Less than 10,CON - Consultants: Environmental,,,541690 - Other Scientific and Technical Consulting Services,,,83100000 - Utilities,,
Evee Consulting LLC,"Cyber Security Professional Services; Information Security  (Audit/Forensics/Risk Assessment); Security Training and Policy Development; Security Documentation; Maintenance; Incident Response Plan; Third Party Cyber Risk Management; Critical Vendor’s Security Controls; HITRUST Gap Assessment; HITRUST Certification; PCI Gap Assessment
",MBE,SLBE,,No,No,"90 Canal Street, Boston, MA 02114",Boston,MA,02114,Gary Evee,CEO,(781) 964-3633,,gevee@eveesecurity.com,www.eveeconsulting.com,Limited Liability Company,No,2017,Less than 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",,,519190 - All Other Information Services,541519 - Other Computer Related Services,"541990 - All Other Professional, Scientific, and Technical Services",81160000 - Information Technology Service Delivery,,
Boston Got Next Entertainment,"Arts, Entertainment, Media, Marketing, Advertising",MWBE,"SBE, SLBE",,No,Yes,"1486 Dorchester Avenue, Boston, MA 02122",Boston,MA,02122,Shamara Rhodes,Shamara Renee Rhodes,(617) 379-0194,,djwhysham@bostongotnext.com,bostongotnext.com,Sole Proprietorship,No,2016,Less than 10,COP - Consultants: Public Relations,ET - Entertainment/Entertainer,,"711410 - Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","711510 - Independent Artists, Writers, and Performers ",711130 - Musical Groups and Artists ,90150000 - Entertainment services,60130000 - Musical Instruments and parts and accessories,82150000 - Professional artists and performers
LASA & AAF. LLC,General Contractor Company Offering Services for Commercial and Residential Properties,MWBE,SBE,,No,No,"1760 Revere Beach Parkway, Everett, MA, USA, Everett, MA 02149",Everett,MA,02149,lucinda arruda,Lucinda Angelica Santos Arruda,(857) 200-7983,,larrudaconstruction@gmail.com,,Limited Liability Company,Yes,2021,Less than 10,CE - Construction Estimating,CN - Construction Management: Small Commercial Projects,CM - Concrete & Masonry Contractors,236210 - Industrial Building Construction ,212321 - Construction Sand and Gravel Mining ,,72120000 - Nonresidential building construction services,72140000 - Heavy construction services,
Cabral Carpentry and Painting,Carpentry and Painting Services,WBE,,,No,No,"127 Brown Avenue, Roslindale, MA 02131",Roslindale,MA,02131,Donna Cabral,Owner,(857) 719-6665,,donnacabral1@gmail.com,cabralcarpentrypainting.net,Sole Proprietorship,Yes,2018,Less than 10,CA - Carpentry,PA - Painting and Papering Contractors,,238350 - Finish Carpentry Contractors,238320 - Painting and Wall Covering Contractors,,31210000 - Paints and primers and finishes,,
Gallaway Consulting Group Inc. ,Social Impact Consulting Services:  1) Organizational Development; 2) Public Speaking and Storytelling; 3) Audience Engagement.,WBE,,,No,No,"35 Paul Gore Street, Boston, MA 02130",Boston,MA,02130,Stacey Gallaway,"Stacey Gallway, Founder & Managing Director",(323) 806-1435,(000) 000-0000,stacey@gallawayconsultinggroup.com,www.gallawayconsultinggroup.com,Corporation,No,2018,Less than 10,COM - Consultants: Management,,,541618 - Other Management Consulting Services ,,,86130000 - Specialized educational services,80100000 - Management advisory services,
"Granite Commercial Real Estate, LLC","Commercial Real Estate Sales, Leasing, Site Selection, Disposition and Development",MWBE,,,Yes,No,"30 Temple Street, Suite 300, Nashua, NH 03060",Nashua,NH,03060,Megan Prieto Giokas,President,(603) 669-2770,,mpg@granitere.com,,,No,2010,11 - 20,"RE - Real Estate (Development, Management, Sales and Appraisals)",,,531210 - Offices of Real Estate Agents and Brokers,531390 - Other Activities Related to Real Estate ,,80130000 - Real estate services,,
"Henry F. Owens, Inc.",Commercial Moving; Commercial Waste Hauling; Storage and Warehousing; Real Estate,MBE,,,Yes,No,"529 Main Street, Powerhouse Bldg 2nd Fl, Charlestown, MA 02129",Charlestown,MA,02129,Edward Owens,CEO,(617) 381-1000,,edowensjr@owenscos.com,,,No,1927,21 - 40,TK - Trucking (Waste Disposal Commodities Transport),,,"484110 - General Freight Trucking, Local ",,,78130000 - Storage,,
"Glionna Plumbing and Heating Services, Inc.",Plumbing and Heating Contractor,WBE,,,Yes,Yes,"31 Staaf Road, Saugus, MA 01906",Saugus,MA,01906,Mary Jo Matthews,President,(781) 718-4113,,mike@glionnaplumbing.com,,,Yes,2014,21 - 40,PB - Plumbing,"ME - Mechanical Contractors (HVAC, Plumbing, Insulation, Service, see also GC, PB)",,"238220 - Plumbing, Heating, and Air-Conditioning Contractors ",,,30180000 - Plumbing fixtures,40100000 - Heating and ventilation and air circulation,
Diversity Resource Group,"Procurement of N95 Masks, 3 Ply Masks, Hand Sanitizer, Nitrile Gloves, COVID-19 Test Kits;
Janitorial Supplies",MBE,,,Yes,Yes,"703 Bradley Rd, Springfield, Massachusetts 01109",Springfield,Massachusetts,01109,Frederick  Smith,"Frederick Smith, Owner",(347) 213-2858,,fred@diversityrg.com,diversityrg.com,Limited Liability Company,No,,,"JA - Janitorial Services/Supplies (see also MA, RS)",SU - Suppliers,,561720 - Janitorial Services ,,,47130000 - Cleaning and janitorial supplies,,
"Toole Design Group, LLC",Engineering Consulting/Urban Planning/ Transportation Planning,WBE,,,Yes,Yes,"8484 Georgia Ave, Silver Spring, MD 20910",Silver Spring,MD,20910,Emmanuel Klint-Gassner,"Jennifer Toole, President ",(301) 927-1900,,compliance@tooledesign.com,https://tooledesign.com/,Limited Liability Company,No,,,"COA - Consultants: Architecture, Engineering",COB - Consultants: City Planning,COU - Consultants: Transportation,541330 - Engineering Services,541690 - Other Scientific and Technical Consulting Services,"541990 - All Other Professional, Scientific, and Technical Services",81100000 - Professional engineering services,,
"OMZE Authentic Tequila, Mezcal and Spirits, Inc.","Distributor of Tequila Silver, Reposado, Anejo and Extra Anejo, Liquor of Agave, and Mezcal",MBE,SLBE,,No,No,"10 Post Office Square, Suite 800 South, Boston, MA 02109",Boston,MA,02109,Oscar Zepeda,President,(917) 349-9637,,oscarzepeda@omzegroup.com,www.realzepedatequila.com,Corporation,No,2017,Less than 10,"FD - Food Products, Services",,,311999 - All Other Miscellaneous Food Manufacturing ,,,50200000 - Beverages,,
"Renee Sacks Associates, Inc. DBA Sacks Communications","Marketing communications, 
Public relations, 
Event design, planning and production
Professional development and training
Diversity outreach",WBE,,,No,No,"61 Broadway, New York, NY 10006",New York,NY,10006,"Renee Sacks, Ph.D.","Renee Sacks, Ph.D.",(212) 756-1236,,rsacks@sackscom.com,www.sackscom.com,Corporation,No,1986,11 - 20,MK - Marketing,COP - Consultants: Public Relations,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,541613 - Marketing Consulting Services ,561920 - Convention and Trade Show Organizers,541820 - Public Relations Agencies,80100000 - Management advisory services,,
"Health, Education and Research Associates, Inc.","Architectural Services
Laboratory Planning",MBE,,,No,No,"411 North 10th Street, St. Louis, MO 63101",St. Louis,MO,63101,Kenneth Mohr,"Kenneth Mohr, President",(314) 289-9202,,taylors@herainc.com,www.herainc.com,Corporation,No,2004,21 - 40,AE - Architects/Engineers,,,541310 - Architectural Services,,,82140000 - Graphic design,,
Colette Phillips Communications,"Marketing, Public Relations, Audio-visual Services, Community Relations, Special Events, Executive Training, Diversity Equity and Inclusion (DEI) training, Coaching, Tourism Marketing, Advertising, Media Purchasing, Project Management. ",MWBE,SBE,,Yes,Yes,"529 Main Street, Boston, MA 02129",Boston,MA,02129,Michael Benezra,Colette Phillips,(617) 357-7775,,mbenezra@cpcglobal.com,www.cpcglobal.com,Corporation,No,,,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,COP - Consultants: Public Relations,MK - Marketing,611430 - Professional and Management Development Training ,541820 - Public Relations Agencies,541613 - Marketing Consulting Services ,82100000 - Advertising,80140000 - Marketing and distribution,
33Fusion LLC®️,"Clothes, Natural and Organic Skin Care Products, OUD Oils, Modest Wear, Fine Arts, Crafts, Jewelry, Prints, Sunglasses and Accessories.",MWBE,,,No,Yes,"25 Dorchester Avenue, #51816, Boston, MA 02205",Boston,MA,02205,Samar Hassan,Owner,(617) 735-6879,,33fusion@gmail.com,,Sole Proprietorship,No,2019,Less than 10,AL - Apparel,RT - Retail Sales of Art & Framing,,453998 - All Other Miscellaneous Store Retailers (except Tobacco Stores) ,,,53100000 - Clothing,54100000 - Jewelry,
